tid,lang,score,text,label,Gender
twv40015,in,-0.4,@EstherPassaris @A_S_Nassir Hii ni ya UDA full stop!,,women
twv40016,und,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Mmmmm ...,,women
twv40019,in,0,@EstherPassaris Nyamaza ama tukuitie Miguna,,women
twv40020,en,0,@EstherPassaris @A_S_Nassir Mombasa people won't vote another slayqueen for the governor's seat.,,women
twv40021,in,0,@EstherPassaris @A_S_Nassir Mimi ni mtu Wa baba but huyu Kura yangu Na ya wife wangu kesho hapati,,women
twv40022,en,-0.75,"@EstherPassaris @A_S_Nassir After publicly bribing them, they might vote for him!? You people think people are so desperate to be influenced by the fifty bob you were dishing? What can you buy with 50 bob?",,women
twv40025,und,0,"@EstherPassaris @SABINACHEGE 
¿? https://t.co/KCE3mcdiHo",,women
twv40026,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Two holes remaining <U+0001F605>,,women
twv40027,und,0,@EstherPassaris @A_S_Nassir https://t.co/KUsmzTbbMX,,women
twv40028,in,0,@EstherPassaris @chebett_ @A_S_Nassir Mombasa Ni Sarai,,women
twv40029,en,0,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub you playing golf,watu ground wanaumia,,",,women
twv40030,en,0,"@EstherPassaris @A_S_Nassir Hassan Omar,
Peleka your puppets to bondo",,women
twv40031,pl,-0.75,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Alafu ukuje Kwa ground utuambie Tu strike ukienda kucheza golf,,women
twv40032,tl,-0.6,"@EstherPassaris @A_S_Nassir Have taken biriani with him same sinia ,while MP mvita pale majengo(Saba Saba) ..bro usichange.mtu wa pwani na bara iyo kiti unachukua#kurakwakokaka",,women
twv40036,da,0,"@EstherPassaris @DavidNdii Mchunge kura,msiende catwalk",,women
twv40037,et,0,@EstherPassaris Mchunge KURA wasiibe tena<U+0001F644>,,women
twv40039,tl,0,"@EstherPassaris Which term is in Kakamega,cz naona kilamitu Ako Mombasa..",,women
twv40040,en,-1.25,@EstherPassaris @A_S_Nassir you've been caught live corrupting voters in Mombasa.... You'll fail in everything,,women
twv40041,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Can imagine the 19th  HOLE <U+0001F61C>,,women
twv40042,et,-0.5,@EstherPassaris @ItsMutai @A_S_Nassir Kakamega too hii ndio form https://t.co/wAR6umwnlf,,women
twv40043,und,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub W,,women
twv40044,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub While @SakajaJohnson is busy going round nairobi.u r busy playing golf...plz woman up,,women
twv40045,en,0,@EstherPassaris @A_S_Nassir Hapo sawa Sheriff,,women
twv40046,en,0,"@EstherPassaris @A_S_Nassir 6am At Mjambere ward, Omar<U+2705>",,women
twv40047,en,0,@EstherPassaris @ItsMutai @A_S_Nassir You were bribing.,,women
twv40051,en,0,"@EstherPassaris @A_S_Nassir https://t.co/HgA6BM9GFt
this is what you mean?",,women
twv40052,en,-0.45,"@EstherPassaris @SABINACHEGE engaging in VOTER BRIBERY! A clear ELECTION OFFENCE! Are they above the LAW? This is unacceptable! Anyway, watu wa Mombasa KULENI hiyo pesa na kesho mpige KURA kwa @HassanOmarH             https://t.co/T72BkWtLgc",,women
twv40053,en,0,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub You forgot one hole.

<U+0001F1F0><U+0001F1EA><U+0001F1F0><U+0001F1EA><U+0001F1F0><U+0001F1EA>",,women
twv40054,en,-0.9,@EstherPassaris @ItsMutai @A_S_Nassir The loser and my neighbour from muranga mathioya has blocked me after chewing azimio funds meant for agents with @kuriasolomonK https://t.co/4bBRktTKPt,,women
twv40055,es,0,@EstherPassaris Tumezoea mahehe ya azimio since 1992,,women
twv40061,und,0,@EstherPassaris @ItsMutai @A_S_Nassir https://t.co/8OF9xtYjMK,,women
twv40062,en,-0.75,@EstherPassaris @ItsMutai @A_S_Nassir Mombasa and Kakamega elections is a do or die for someone who will never see the presidency.,,women
twv40064,it,0,@EstherPassaris @A_S_Nassir Sioni?,,women
twv40065,in,0,@EstherPassaris @ItsMutai @A_S_Nassir Hassan Sarai tosha,,women
twv40068,en,0,@EstherPassaris is shameless. I can't fault her for bribing voters. People feasted on Uhuru's cash at Sagana seriously. Wacha walio karibu waangukiwe na mti.,,women
twv40069,in,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Msupuu wetu,,women
twv40070,en,0,@EstherPassaris @A_S_Nassir So much obliged Hon Esther mp,,women
twv40071,cy,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Dynasty,,women
twv40072,en,-1.5,@EstherPassaris @A_S_Nassir Why so when you lose mulete violence tena #Mombasa this is your chance to show them Azimio thugs hao ni Bure kabisa,,women
twv40073,tl,0,"@EstherPassaris @A_S_Nassir Saa ya kula imekwisha, kesho tunapiga kura.",,women
twv40074,en,0,@EstherPassaris @A_S_Nassir Omar the incoming Mombasa governor,,women
twv40075,en,0,@EstherPassaris is shameless. I can't fault her for bribing voters. People feasted on Uhuru's cash at Sagana seriously. Wacha walio karibu waangukiwe na mti.,,women
twv40076,et,0,"@EstherPassaris @DavidNdii Ndii should be baptized Ndoo, they are loudest of the noise, kama ni azimio diva unadai, rusha mistari mkuu",,women
twv40077,in,0,@EstherPassaris Monmbasa Ni @A_S_Nassir. Am voting ASN je wewe?!,,women
twv40079,en,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna I believe Azimio,,women
twv40080,en,-0.25,@EstherPassaris @A_S_Nassir Swamad with landslide,,women
twv40081,in,0,@EstherPassaris @A_S_Nassir Pin location nkujie io pesa unapeana?,,women
twv40082,en,0,@EstherPassaris @A_S_Nassir And let all elected members under azimio umbrella be the agent's,,women
twv40083,en,0,@EstherPassaris @A_S_Nassir No! We want Hassan Omar not socialite,,women
twv40086,en,0,@EstherPassaris @DavidNdii Azimio got each other's back <U+0001F91D><U+0001F3FF><U+0001F4AA><U+0001F3FF>,,women
twv40087,en,0,@EstherPassaris @A_S_Nassir Kenya Kwanza is getting it early morning!,,women
twv40088,in,0,@EstherPassaris @DavidNdii hata makarao huwa wanapewa DL tu<U+0001F602><U+0001F602>,,women
twv40089,es,0,@EstherPassaris sasa,,women
twv40090,en,-0.95,"@EstherPassaris @DavidNdii Don't worry about Ndii Mama, he thought you had adopted their ways and was ready to send a broker for some poaching negotiations.",,women
twv40092,en,0,@EstherPassaris @A_S_Nassir The people should not forget unga went back to normal retailing price because they thought they will win the election.,,women
twv40094,en,0,@EstherPassaris @DavidNdii No need to explain such small thngs that ndii can use his eyes and brain bt decide to use other parts for thnkng….,,women
twv40095,en,-0.75,"@EstherPassaris @DavidNdii How comes you are still loitering around after behaving like a thug you are in Bomas,its unfortunate a woman behaving like Wanja Kihii",,women
twv40096,en,0,@EstherPassaris bribing voters. https://t.co/0R5c9hs7vS,,women
twv40097,in,0,@EstherPassaris Mwizi wa simu.,,women
twv40098,tl,0,@EstherPassaris @A_S_Nassir Ombea boyfriend kura pole pole lakini mombasa ni Sarai tu..ni hayo kwa sasa,,women
twv40099,et,0,"@EstherPassaris @DavidNdii Ndii should be baptized Ndoo, they are loudest of the noise, kama ni azimio diva unadai, rusha mistari mkuu",,women
twv40100,und,0,@EstherPassaris @DavidNdii https://t.co/LtUMbOIfqm,,women
twv40101,en,-1,@EstherPassaris @DavidNdii Now that you are responding.... also post some pictures on the allegation about Bomas Robery with Violence <U+0001F606>,,women
twv40103,en,-1.5,"@EstherPassaris @DavidNdii @EstherPassaris you waste your time explaining to @DavidNdii who stand for nothing, the worse part he allows the uda to swap the votes of his wife to wamatangi and he is here yapping oooh",,women
twv40104,en,0,@EstherPassaris @A_S_Nassir Hassan Omar our governor,,women
twv40105,en,0,@EstherPassaris @DavidNdii What happened to voting blue?,,women
twv40106,in,0,"@EstherPassaris @A_S_Nassir Sarai ,, UDA",,women
twv40107,en,0,@EstherPassaris @DavidNdii You didn't have to reply to that male dentist with Atwoli body and Omanga mind,,women
twv40109,en,-0.85,"@EstherPassaris @DavidNdii You were an epitome of ladies Kenya's politics but from the Bomas clip

I now see you as a goon!",,women
twv40110,tl,0,"@EstherPassaris @DavidNdii Hahaha, you nailed him, karibu upelekwa DCI.",,women
twv40112,en,-0.5,"@EstherPassaris @DavidNdii don't blame David Ndii. When u join Uda, u rent Oscar sudi brain <U+0001F9E0>.",,women
twv40113,en,-0.5,@EstherPassaris engaging in an electoral malpractice https://t.co/HD3wKwUg8f,,women
twv40114,en,-1.1,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub After riding on Baba leaving him on cold alone <U+0001F602>,,women
twv40115,in,0,@EstherPassaris @A_S_Nassir nyinyi mulisha zimia,,women
twv40116,tl,0,@EstherPassaris @SABINACHEGE hata hamuogopi.. <U+0001F914> https://t.co/CtbINkKDTL,,women
twv40118,en,-0.15,@EstherPassaris is dishing out tax payers money without shame. @IEBCKenya @EACCKenya @DCI_Kenya should take action https://t.co/YSDrllCPNl,,women
twv40120,en,-0.25,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub If I was @PetesMurithi I would ask a few hard questions about the number of orifices.,,women
twv40122,en,0,@EstherPassaris @A_S_Nassir Agent's should be all over,,women
twv40123,en,-0.5,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub But im just begging for your one hole,,women
twv40126,ca,0,"@EstherPassaris @A_S_Nassir Soea Gavana wako, soooea gavana wako, soooooea gavana wako, soooea....sheeeenzi sana! [Insert Atwoli accent] @A_S_Nassir for Governor 001",,women
twv40127,en,-0.5,"@EstherPassaris @A_S_Nassir After what your shameless display at Bomas on national TV, no sober Kenyan will listen to you.",,women
twv40128,en,-0.75,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Poor Baba. He thinks you are campaigning,,women
twv40131,en,-0.75,@EstherPassaris @A_S_Nassir You have a criminal case Madam.,,women
twv40132,in,0,@EstherPassaris @A_S_Nassir Mombasa tunajua Hasan Omar.. Hio igine ni yako,,women
twv40134,en,0,@EstherPassaris @A_S_Nassir Nope we are not voting a project,,women
twv40135,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Lipa madeni kwanza,,women
twv40138,en,-0.5,@EstherPassaris @A_S_Nassir You will see dust over the ocean,,women
twv40139,tl,0,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Which holes are you taking about mheshimiwa.
Unanichanganya kidogo.",,women
twv40140,en,0,"@EstherPassaris @A_S_Nassir After kumvotie,next anasema disband IEBC ju baba alishindwa!!,ona sahii venye  anajihumble haha",,women
twv40141,en,0,@EstherPassaris @HonMbeyu @A_S_Nassir Omar Hassan is the guy of the day....,,women
twv40143,in,0,"@EstherPassaris @A_S_Nassir Wwe na Joho kitu Moja tu 
Hamuna kitu utatusaidia <U+0001F928><U+0001F92B>",,women
twv40144,tl,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub kumbe magoti yako imeoza kama hiyo roho yako chafu,,women
twv40145,en,-0.5,@EstherPassaris You thug return the gadget,,women
twv40146,en,-0.8,@EstherPassaris Rudisha what you stole at bomas,,women
twv40147,in,0,"@EstherPassaris @A_S_Nassir Where is Joho, tunajua wewe ni mkanairo. Rudi bara",,women
twv40148,en,0,@EstherPassaris @A_S_Nassir I thought we are doing away with kingpins ewe Mungu tusaidie Hassan it is,,women
twv40149,en,-0.5,@EstherPassaris @A_S_Nassir Did you forget shariff nasir with moi or the dynasty story continues,,women
twv40150,en,-0.25,@EstherPassaris @Queens_OfRaila @A_S_Nassir Blues never loose,,women
twv40151,en,0,@EstherPassaris @A_S_Nassir Hassan Sarai is the next governor of Mombasa.,,women
twv40152,in,0,@EstherPassaris @A_S_Nassir Asubuhi na mapema.... Nyumbani,,women
twv40154,in,0,@EstherPassaris @A_S_Nassir Hassan omar sarai https://t.co/7XflO42ary,,women
twv40155,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Yours being one of them.,,women
twv40158,pl,0,@EstherPassaris @A_S_Nassir Hatupangwingwii matam Assmio taweee,,women
twv40159,et,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub 18 what ??<U+0001F644> Kumbe ni mingi Ivo weuee,,women
twv40160,en,0,@EstherPassaris @A_S_Nassir Sure bet,,women
twv40161,hi,0,@EstherPassaris @A_S_Nassir Sarai<U+0001F4AA>,,women
twv40163,en,-1,@EstherPassaris @A_S_Nassir You become who you associate with Mr project. You saw the injustices done by Joho brothers and Did nothing . Tutakuweka Mahali unafaa.,,women
twv40164,en,0,@EstherPassaris @A_S_Nassir If you failed to urge residents of Nairobi to vote for Igathe where you are the women rep how will you convince residents of Mombasa,,women
twv40167,en,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna WORD,,women
twv40169,en,0,@EstherPassaris @A_S_Nassir here here,,women
twv40171,en,-0.75,@EstherPassaris @A_S_Nassir Projects will fail,,women
twv40174,en,-0.6,@EstherPassaris @MarthaKarua Bomas goon.,,women
twv40175,en,0,"@EstherPassaris @A_S_Nassir Check your phones, wako site.",,women
twv40176,in,0,@EstherPassaris @A_S_Nassir Mama yule mwizi,,women
twv40177,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub What about one hole that you have,,women
twv40178,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub five years,,women
twv40180,nl,-0.1,@EstherPassaris @A_S_Nassir Drug lord,,women
twv40181,in,0,@EstherPassaris @A_S_Nassir We shall vote Omari Sarai,,women
twv40183,en,-0.5,@EstherPassaris @A_S_Nassir Move with speed and help him protect his votes tomorrow and if you don't you'll blame the UDA Candidate for stealing his votes,,women
twv40184,en,0,@EstherPassaris @A_S_Nassir Definitely,,women
twv40185,in,0,@EstherPassaris @A_S_Nassir Operation..peleka puppets nyumbani,,women
twv40186,en,-0.25,@EstherPassaris @A_S_Nassir They should also make sure they leave their phones at home. Because Passaris and ''Mbogi'' will be live on ground. <U+0001F933>,,women
twv40188,en,0,@EstherPassaris @A_S_Nassir We will vote HASAN SARAI.We do not need deep state project in Mombasa!,,women
twv40189,tl,0,"@EstherPassaris @A_S_Nassir Mambo ya Mombasa achia watu wa Mombasa.,, tunakuheshimu nanii!",,women
twv40194,en,-0.25,"@EstherPassaris @A_S_Nassir This time round Mombasa tumeamua we never moving back to a leadership that we will regret about. We want the very best and for sure it all starts with Nassir.
#MombasaNiNassir",,women
twv40197,en,0,"@EstherPassaris @A_S_Nassir Elections ni kesho guys let's all come together and vote for him
#MombasaNiNassir https://t.co/aDS2nseaPF",,women
twv40198,et,0,"@EstherPassaris @A_S_Nassir Ata mimi kura yangu nitapea yeye because we have no race here
#MombasaNiNassir https://t.co/FeXxlszlFf",,women
twv40199,en,-1.3,"@EstherPassaris @A_S_Nassir You can't be fighting a loosing battle let's vote for mhesh 
#MombasaNiNassir https://t.co/WR7WrKy842",,women
twv40202,en,0,"@EstherPassaris @A_S_Nassir It is done and dusted let's all vote for him
#MombasaNiNassir https://t.co/KHb6E0LCBf",,women
twv40205,in,0,"@EstherPassaris @A_S_Nassir Gavana Abdullswamad Shariff Nassir anaweza.
#MombasaNiNassir https://t.co/f88TpSqAkn",,women
twv40208,en,0,@EstherPassaris @A_S_Nassir Tommorow as early as 6am we're up to vote for him #MombasaNiNassir https://t.co/cEFwonI4su,,women
twv40209,en,-0.25,"@EstherPassaris @A_S_Nassir This time round Mombasa tumeamua we never moving back to a leadership that we will regret about. We want the very best and for sure it all starts with Nassir.
#MombasaNiNassir",,women
twv40211,en,-1.3,"@EstherPassaris @A_S_Nassir You can't be fighting a loosing battle let's vote for mhesh 
#MombasaNiNassir https://t.co/WR7WrKy842",,women
twv40212,et,0,"@EstherPassaris @A_S_Nassir Ata mimi kura yangu nitapea yeye because we have no race here
#MombasaNiNassir https://t.co/FeXxlszlFf",,women
twv40213,en,0,"@EstherPassaris @A_S_Nassir Elections ni kesho guys let's all come together and vote for him
#MombasaNiNassir https://t.co/aDS2nseaPF",,women
twv40215,en,0,"@EstherPassaris @A_S_Nassir It is done and dusted let's all vote for him
#MombasaNiNassir https://t.co/KHb6E0LCBf",,women
twv40216,et,0,@EstherPassaris @A_S_Nassir Campaign iliisha jana,,women
twv40217,en,0,@EstherPassaris @A_S_Nassir We urge we be the early rise and vote #MombasaNiNassir,,women
twv40218,en,0,"@EstherPassaris @A_S_Nassir We believe this what will bring out the future 
#MombasaNiNassir",,women
twv40219,in,0,@EstherPassaris @A_S_Nassir Itawezana,,women
twv40220,tl,0,"@EstherPassaris @A_S_Nassir Huyu atawin asubuhi  na mapema 
#MombasaNiNassir",,women
twv40221,en,0,@EstherPassaris @A_S_Nassir My governor,,women
twv40222,en,0,@EstherPassaris @A_S_Nassir In nrb,,women
twv40223,tl,0,@EstherPassaris @A_S_Nassir Huyu ni sure bet Madam WR,,women
twv40224,en,0,@EstherPassaris @MillicentOmanga TOSHA,,women
twv40227,in,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub @EstherPassaris ulinikataa tu hivo,,women
twv40228,in,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Huyu walishaa mchagua.. yeye alishaa anza kuwaonyesha kwenya atakuwa akiongoza from,,women
twv40229,en,-0.5,@EstherPassaris Azimio ..hallo...they were sold and brought. How dare you forget that quick,,women
twv40230,en,-1.95,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Shut https://t.co/8d8szA9XNE caused chaos at bomas and your all yourself a https://t.co/ZBjqtylktj brought shame to the whole https://t.co/x2vS8N1hUy are leaderless,pathetic and shameless.there were better wa",,women
twv40231,da,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Maendeleo same same,,women
twv40232,in,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Mama mrembo,,women
twv40234,en,-2.35,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub We know our terrible character now .. we saw you shouting on our men in kenya <U+0001F1F0><U+0001F1EA> on TV <U+0001F4FA> shameful and primitive,,women
twv40236,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Wameanza kucheza golf<U+0001F605><U+0001F605><U+0001F494><U+0001F494>,,women
twv40237,en,0,@EstherPassaris Which county?,,women
twv40238,en,-2,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Have been crushing on her of late, can someone tell her that she's giving me sleepless nights <U+0001F644><U+0001F644>",,women
twv40239,en,-0.8,@EstherPassaris Amen <U+0001F64F><U+0001F3FF><U+0001F64F><U+0001F3FF>Our  lord  is fighting for our  battles,,women
twv40241,in,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Mkishindwa mnaanza kulia iliibwo<U+0001F923><U+0001F923>,,women
twv40242,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Eti how many holes??,,women
twv40243,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Which holes are that one?<U+0001F601><U+0001F601>,,women
twv40244,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub @EstherPassaris are you a fan<U+0001F917><U+0001F917>,,women
twv40245,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub That guy with you there has made it in life!,,women
twv40247,tl,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Unabidi ukulwe tu jinsi umeinua hio matako weeeu<U+0001F60B>,,women
twv40249,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub 18 holes for who ? Only 1 matters .,,women
twv40250,in,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Mlidanganya baba sasa mnajienjoi tu..,,women
twv40251,en,-1,@EstherPassaris Crook who intimidated iebc officer.,,women
twv40253,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Nairobi women are waiting for you ...,,women
twv40256,und,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub @MigunaMiguna,,women
twv40257,in,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Kazi uli omba utafanya saa ngapi?,,women
twv40258,en,-0.55,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub He'll noooooo. Showing off your legs isn't getting you out of this shit storm that you've dragged our very respectable kenya into. Please citizens don't be fooled by geishas,,women
twv40260,en,-0.5,@EstherPassaris We know the devil of Kenyan politics,,women
twv40262,en,-0.75,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub That's what you know, but assisting women is a problem",,women
twv40264,und,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub https://t.co/m8tpoFAPRj,,women
twv40265,in,-0.75,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Sisi tuko hapa tuko na stress ya Azimio wewe umeenda kucheza golf?,,women
twv40266,tl,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Kesho maandamano,,women
twv40267,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub &amp; u caused chaos at Kasarani tallying center????!!!! God will never forgive you.,,women
twv40268,fi,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Ngoja!! Eti eitin what???! <U+0001F602>,,women
twv40269,en,-0.4,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub dear @EstherPassaris You can't be playing Golf Surely, when Azimio Followers are  dying with anxiety inthe Villages ..be strategic",,women
twv40270,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub @MigunaMiguna here is the nairobian socialite... B.....o,,women
twv40271,en,-0.5,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Pulaia maisha manse life is too short to be sad.,,women
twv40272,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Mmegive up Mombasa,,women
twv40275,en,-0.75,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Surely, how ??
Na venye watu wako na shida mingi you can ha e time to play golf <U+26F3><U+FE0F> 
Very unfortunate",Trolling,women
twv40278,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Hassan omar hapati ng'o,Trolling,women
twv40280,en,-0.5,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub I feel sad for Baba.... this is his supposed jeshi?,Trolling,women
twv40282,und,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Ok,Neutral,women
twv40284,en,-0.8,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub There was a day someone paid youths to heckle you<U+0001F923>,Disinformation,women
twv40285,en,-0.1,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Pay for me one year golf membership at muthaiga golf club nitashukuru,Neutral,women
twv40287,en,-0.25,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub @hon. Ester M Passaris  how do I get to apply as your personal bodyguard.  I am  GSU  trainee,Neutral,women
twv40289,en,0,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub My eyes glued on that bluish pant,my mind trying to figure out where those two brown legs meet...",sexualizad violence,women
twv40290,und,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub <U+0001F4AA>,Neutral,women
twv40293,en,0,@EstherPassaris @Queens_OfRaila @CrownPaintsPLC @NyaliGolfClub Yapping has ended,Trolling,women
twv40295,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Any hole in one?,Neutral,women
twv40296,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Am still zooming..,Trolling,women
twv40298,fi,0,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub Nenda ground sonko anasumbua, then museme imeibiwa tena",Trolling,women
twv40300,en,-0.1,"@EstherPassaris @CrownPaintsPLC @NyaliGolfClub I swear if I'd be playing golf it would be with my eyes closed, temptations everywhere <U+0001F602><U+270B><U+0001F3FE>",Neutral,women
twv40301,en,0,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub can I do the other 2 holes to make it 20,Neutral,women
twv40303,en,-1,@EstherPassaris @CrownPaintsPLC @NyaliGolfClub <U+0001F602><U+0001F602> fight for Raila not golfing! Or he is a bridge when you close you're done <U+0001F923><U+0001F923><U+0001F923><U+0001F923> poor son of Odinga.,Trolling,women
twv40306,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Hassan Omar tosha!,Trolling,women
twv40308,en,-0.5,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Who will vote to be on opposition ,Hassan will be the governor",Trolling,women
twv40309,in,0,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Hata siku za campaign ya baba picha zilikuwa hivi tu,musilipe watu kuja kujaza uwanja pesa mtakuliwa na kura itapigiwa mwengine",Disinformation,women
twv40310,en,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Azimio all the way,Neutral,women
twv40311,en,-0.6,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna This is not nyamakima in Nairobi this is Mombasa and we are resisting anything to do with Joho @HassanOmarH ndio governor,Insult and Hate speech,women
twv40312,tl,-0.25,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Kumbe muthoni muhindi pia Ako na tyres tatu .....wah earth is hard,body shaming,women
twv40313,in,0,@EstherPassaris Rongai ni what,Neutral,women
twv40315,en,-0.5,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Who else is bothered by the number of non Africans in power,Trolling,women
twv40317,en,-0.75,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna This project will to fail,Disinformation,women
twv40318,en,-0.75,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna This project will to fail,Disinformation,women
twv40320,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Kura kwa hassan Omar!!!,Trolling,women
twv40321,en,-3.1,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Another johos project after cherera is Nassir ...How will he arrest the former regime crooks who stole 4.69b and listed it as debts,Disinformation,women
twv40322,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Bimbo<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>,Neutral,women
twv40323,en,-1.15,"@EstherPassaris Prepare for a rude shock,,Odingaism must end",Insult and Hate speech,women
twv40324,en,-0.8,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Ata mcampaign aje,the power Iko kwa mwanachi,we know you pple, kasarani made you to tears,this will be worser",Insult and Hate speech,women
twv40325,en,-1.1,"@EstherPassaris Yes, the devil you always fuck wit will be ashamed you mf",Insult and Hate speech,women
twv40326,en,0,@EstherPassaris Which country? <U+0001F602><U+0001F602><U+0001F602>,Neutral,women
twv40327,en,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Sure madam,Neutral,women
twv40329,en,0,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Blue is the colour, no compromise",Neutral,women
twv40332,en,-0.75,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Notorious girl,Insult and Hate speech,women
twv40333,en,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna @HassanOmarH the governor,Neutral,women
twv40336,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Owino mbona amebaki kichwa tu ni campaign na matusi ama vipi,Insult and Hate speech,women
twv40337,en,-0.45,"@EstherPassaris I wish you realise soon that you are on the devils side     Proverbs 15:29

The LORD is far from the wicked, but he hears the prayer of the righteous.",Insult and Hate speech,women
